train/explained_variance,train/n_updates,time/time_elapsed,time/total_timesteps,time/iterations,rollout/ep_len_mean,train/policy_loss,train/value_loss,train/learning_rate,train/entropy_loss,rollout/ep_rew_mean,time/fps,eval/mean_ep_length,eval/mean_reward
0.9858820606023073,23799,2018,1904000,23800,958.96,-0.07323811948299408,0.029303142800927162,0.0007,-1.5088809728622437,1295.6,943,,
0.9567505568265915,23899,2027,1912000,23900,952.88,0.0069829854182899,0.08569572120904922,0.0007,-1.5340747833251953,1295.8,943,,
0.9498628042638302,23999,,1920000,,,-0.04645543545484543,0.060848504304885864,0.0007,-1.6568454504013062,,,873.4,1336.0
,,2045,1920000,24000,954.2,,,,,1306.5,938,,
0.9532420225441456,24099,2054,1928000,24100,961.82,0.0012955695856362581,0.09035899490118027,0.0007,-1.5928982496261597,1326.3,938,,
0.9371868073940277,24199,2062,1936000,24200,961.1,0.029763365164399147,0.10656113922595978,0.0007,-1.682936668395996,1315.1,938,,
0.9380926564335823,24299,2069,1944000,24300,959.96,-0.12471754848957062,0.11679971218109131,0.0007,-1.6999629735946655,1315.0,939,,
0.9107071831822395,24399,2077,1952000,24400,974.84,0.1496812105178833,0.10341513156890869,0.0007,-1.6096493005752563,1305.7,939,,
0.9563801325857639,24499,2085,1960000,24500,969.82,0.06690344959497452,0.09118267148733139,0.0007,-1.6000330448150635,1304.7,939,,
0.9621611908078194,24599,2094,1968000,24600,993.1,0.018337635323405266,0.06889732927083969,0.0007,-1.64569890499115,1321.9,939,,
0.9087997004389763,24699,2101,1976000,24700,995.5,0.00456619868054986,0.12727037072181702,0.0007,-1.5970274209976196,1333.9,940,,
0.88560351729393,24799,2110,1984000,24800,998.44,-0.03746110573410988,0.0910380631685257,0.0007,-1.6343692541122437,1336.9,940,,
0.9665926955640316,24899,2118,1992000,24900,1012.58,-0.04833662137389183,0.06865058094263077,0.0007,-1.6412080526351929,1362.1,940,,
0.8920876383781433,24999,2126,2000000,25000,1029.56,0.18389590084552765,0.11559810489416122,0.0007,-1.4790540933609009,1391.7,940,,
0.9413601011037827,25099,2134,2008000,25100,1026.66,0.14967188239097595,0.10422749817371368,0.0007,-1.6071213483810425,1394.3,940,,
