time/time_elapsed,rollout/ep_len_mean,time/iterations,time/total_timesteps,time/fps,rollout/ep_rew_mean,train/explained_variance,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/clip_range,train/clip_fraction,train/loss,train/value_loss,train/n_updates,eval/mean_ep_length,eval/mean_reward
1578,903.46,48,393216,249,81.55,0.8550514280796051,0.0003,-0.6075036780675873,-0.04980811319983332,0.11864153,0.2,0.368505859375,0.24618035554885864,0.6970838106353767,470,,
,,,400000,,,0.8373366594314575,0.0003,-0.5805230369558558,-0.04408728094349499,0.115906805,0.2,0.352880859375,0.3525693118572235,0.9095245457603596,480,814.6,83.0
1613,890.73,49,401408,248,80.62,,,,,,,,,,,,
1647,871.8,50,409600,248,79.93,0.8498873114585876,0.0003,-0.5631812798092142,-0.04536549538825056,0.12981176,0.2,0.35234375,0.25501999258995056,0.7953860605834052,490,,
1681,891.1,51,417792,248,81.61,0.8235642611980438,0.0003,-0.5687061051372438,-0.0448243036356871,0.124972224,0.2,0.360986328125,0.04258909076452255,0.9835441438481212,500,,
1712,904.21,52,425984,248,81.86,0.8305654525756836,0.0003,-0.5797245894093066,-0.044493382463406304,0.13106671,0.2,0.368359375,0.32439976930618286,0.9025952609372325,510,,
1743,904.02,53,434176,249,82.1,0.8156988024711609,0.0003,-0.6179570369655266,-0.043214908361551355,0.1276569,0.2,0.38018798828125,0.3112071752548218,0.9971548797795549,520,,
,,,440000,,,0.8053334355354309,0.0003,-0.6200290218926966,-0.048578381375409665,0.13498701,0.2,0.39293212890625,0.2701790928840637,0.9937182347872294,530,942.2,74.6
1779,866.54,54,442368,248,69.34,,,,,,,,,,,,
1810,841.65,55,450560,248,57.7,0.7208094894886017,0.0003,-0.6560739201493562,-0.04705815451088711,0.14355785,0.2,0.40579833984375,0.11014877259731293,1.0976416352088563,540,,
1843,854.14,56,458752,248,59.9,0.6946451365947723,0.0003,-0.6618292543338612,-0.046938733824208614,0.12392137,0.2,0.3986328125,0.2455010563135147,1.1259021260309965,550,,
1873,865.67,57,466944,249,63.38,0.7341811060905457,0.0003,-0.6482295035850256,-0.05028739184199367,0.14063069,0.2,0.40386962890625,0.11883942782878876,0.9634007607819512,560,,
1906,870.9,58,475136,249,70.15,0.7124711573123932,0.0003,-0.6345091653987766,-0.046961526035738645,0.13141146,0.2,0.38265380859375,0.07316882908344269,1.1475186956580727,570,,
,,,480000,,,0.7560829073190689,0.0003,-0.631218148348853,-0.0456275050099066,0.13343398,0.2,0.3833984375,0.07480983436107635,1.0156431782292201,580,940.8,95.6
1942,885.54,59,483328,248,77.98,,,,,,,,,,,,
1973,909.96,60,491520,249,84.26,0.7775178551673889,0.0003,-0.6146742748329416,-0.048839798520930344,0.13519037,0.2,0.3850830078125,0.07100367546081543,0.8955271716287825,590,,
2004,908.64,61,499712,249,88.71,0.7602289170026779,0.0003,-0.6127406279789284,-0.049744934301998,0.13868275,0.2,0.38031005859375,0.037174858152866364,1.0617208883631974,600,,
2035,917.94,62,507904,249,89.27,0.7830713838338852,0.0003,-0.609653682098724,-0.04779569858292234,0.13696286,0.2,0.387109375,0.21435986459255219,0.898839996336028,610,,
2065,924.63,63,516096,249,91.44,0.8037208318710327,0.0003,-0.5896328938892111,-0.05091654774951167,0.13971487,0.2,0.3803955078125,0.01715514063835144,0.9242194087826647,620,,
,,,520000,,,0.7624970972537994,0.0003,-0.5801514272112399,-0.04664573143236339,0.14291477,0.2,0.37069091796875,0.18379241228103638,1.1714807995595038,630,1018.2,126.2
2100,920.36,64,524288,249,91.7,,,,,,,,,,,,
2131,921.27,65,532480,249,91.17,0.7911609560251236,0.0003,-0.5832170221488923,-0.045807047722337305,0.15081102,0.2,0.37142333984375,0.20576432347297668,0.9633609525277279,640,,
2162,946.06,66,540672,250,94.21,0.7958722412586212,0.0003,-0.5736852513626218,-0.04559569278972049,0.13470782,0.2,0.35809326171875,0.035285934805870056,1.0552686223760248,650,,
2193,970.65,67,548864,250,97.41,0.8237947970628738,0.0003,-0.5581400844734162,-0.04119050105728093,0.13799682,0.2,0.35235595703125,0.055238112807273865,0.9703244613017887,660,,
2223,977.74,68,557056,250,99.0,0.8286256939172745,0.0003,-0.5574531837366521,-0.05101346976225614,0.14795616,0.2,0.36680908203125,0.07096678018569946,0.8353652369813063,670,,
,,,560000,,,0.8011040687561035,0.0003,-0.5364717012271285,-0.041339672437970876,0.13242294,0.2,0.33751220703125,0.3849526643753052,1.0805429509142415,680,1114.6,111.8
2257,975.71,69,565248,250,95.52,,,,,,,,,,,,
2290,982.75,70,573440,250,95.99,0.7859399765729904,0.0003,-0.5543212429154665,-0.04546361258180696,0.14648333,0.2,0.365869140625,0.38110339641571045,1.2048077977728098,690,,
2324,981.56,71,581632,250,96.01,0.8119011521339417,0.0003,-0.5273633259348571,-0.04584430388058536,0.15885895,0.2,0.36778564453125,0.0350179523229599,0.6807702334073837,700,,
2357,1000.92,72,589824,250,100.16,0.8350648880004883,0.0003,-0.5322354659205303,-0.04688079483166803,0.15030189,0.2,0.35350341796875,0.06443209201097488,0.8301053724484518,710,,
2389,997.21,73,598016,250,100.1,0.8157297670841217,0.0003,-0.5551396012539044,-0.04767161557065265,0.15243185,0.2,0.36563720703125,0.05436296761035919,0.8648319755040574,720,,
,,,600000,,,0.8182097971439362,0.0003,-0.5340745167573914,-0.04687338511721464,0.14424871,0.2,0.36207275390625,0.06287277489900589,0.9235611981246621,730,965.6,91.0
2424,1004.43,74,606208,249,99.97,,,,,,,,,,,,
2457,997.54,75,614400,250,98.87,0.7929108142852783,0.0003,-0.5436241413233802,-0.044103375232953115,0.13489035,0.2,0.3535400390625,0.30655765533447266,1.239237118163146,740,,
2487,971.26,76,622592,250,92.18,0.7739015966653824,0.0003,-0.5303304558387026,-0.04229935329130967,0.13861613,0.2,0.34862060546875,0.5574166774749756,1.2484640921116807,750,,
2518,981.86,77,630784,250,92.07,0.7271413505077362,0.0003,-0.5554960026172922,-0.0441248549555894,0.14552712,0.2,0.3629638671875,0.270710289478302,1.342857293272391,760,,
2549,985.23,78,638976,250,93.52,0.7620384395122528,0.0003,-0.5418011758243665,-0.04238368037840701,0.13661921,0.2,0.35523681640625,0.6720910668373108,1.2639015455846674,770,,
,,,640000,,,0.7543558478355408,0.0003,-0.5172834929544479,-0.042625634703290415,0.14620578,0.2,0.3543701171875,0.17913153767585754,1.2361976862186566,780,980.0,124.8
2581,1003.58,79,647168,250,97.16,,,,,,,,,,,,
2612,1032.99,80,655360,250,103.89,0.7879864424467087,0.0003,-0.5256290438352152,-0.041448779906932035,0.15371832,0.2,0.3527587890625,0.21709288656711578,0.9784455548448022,790,,
2642,1042.48,81,663552,251,105.94,0.8382743299007416,0.0003,-0.5189654909772798,-0.04294959390972508,0.16205442,0.2,0.35855712890625,0.1413564831018448,0.8943573512835428,800,,
2672,1041.27,82,671744,251,109.84,0.8130086958408356,0.0003,-0.542483942466788,-0.04826528594567207,0.16631335,0.2,0.3612548828125,0.03660852462053299,1.0850302786915562,810,,
2702,1057.86,83,679936,251,111.27,0.8183711767196655,0.0003,-0.5017592492513359,-0.04434765406695078,0.1630438,0.2,0.3453125,0.07060064375400543,0.8654440482205246,820,,
,,,680000,,,0.7973714917898178,0.0003,-0.5167587936623022,-0.04521304479130776,0.15021548,0.2,0.35439453125,0.6272590160369873,1.0979288969538175,830,1218.6,125.2
2736,1038.38,84,688128,251,105.29,,,,,,,,,,,,
2767,1019.25,85,696320,251,99.83,0.7493909895420074,0.0003,-0.5213888418395072,-0.04642045672298991,0.17827484,0.2,0.360107421875,0.4894752502441406,1.3618347987765447,840,,
2798,1014.72,86,704512,251,99.43,0.7411827445030212,0.0003,-0.5397926240460947,-0.04457564256154001,0.1763778,0.2,0.3790283203125,0.0744817703962326,1.3717560590128415,850,,
2829,1033.49,87,712704,251,102.2,0.7081051170825958,0.0003,-0.5183984890813008,-0.04593689409957733,0.1675955,0.2,0.3555908203125,0.20517560839653015,1.6188982905237936,860,,
,,,720000,,,0.756850391626358,0.0003,-0.5146060343133285,-0.038379207283287545,0.1591665,0.2,0.353173828125,0.062394365668296814,1.2286337473080493,870,1178.2,124.2
2864,1046.5,88,720896,251,96.26,,,,,,,,,,,,
2894,1041.6,89,729088,251,95.19,0.6665763854980469,0.0003,-0.5545411746948957,-0.04050739252561471,0.16656221,0.2,0.36097412109375,0.8690657615661621,1.598408384004142,880,,
2925,1031.43,90,737280,252,96.74,0.7134152054786682,0.0003,-0.5382627091836184,-0.039710436188033785,0.16039833,0.2,0.37379150390625,0.3870149850845337,1.3149322958779521,890,,
2956,1052.22,91,745472,252,108.82,0.7599818855524063,0.0003,-0.5369140078080819,-0.044931111036567016,0.15815441,0.2,0.36497802734375,0.3859955072402954,1.1463504738756456,900,,
2988,1039.47,92,753664,252,102.51,0.7559274137020111,0.0003,-0.5254893303383141,-0.0427192685965565,0.1537541,0.2,0.3504150390625,0.1650543510913849,1.274931471364107,910,,
,,,760000,,,0.6922702789306641,0.0003,-0.56841455118265,-0.04559407256892882,0.15178093,0.2,0.37506103515625,0.2506216764450073,1.625707966054324,920,1228.2,141.6
3024,1046.99,93,761856,251,90.49,,,,,,,,,,,,
3055,1047.87,94,770048,251,82.4,0.6700870394706726,0.0003,-0.5519359681289643,-0.04404170149646234,0.1528374,0.2,0.3798828125,0.7250800728797913,1.6658127522212454,930,,
3087,1071.74,95,778240,252,89.04,0.7125784158706665,0.0003,-0.5720523129682988,-0.043290551687096016,0.14979582,0.2,0.3871337890625,0.2625997066497803,1.4535867285332642,940,,
3117,1073.65,96,786432,252,97.03,0.7355490624904633,0.0003,-0.5318983606528491,-0.045768845429847715,0.15737057,0.2,0.3647216796875,0.07905606180429459,1.193371533055324,950,,
3148,1084.87,97,794624,252,107.27,0.7401449978351593,0.0003,-0.550467777135782,-0.04520699702843558,0.16577888,0.2,0.37833251953125,0.2574167251586914,0.9527676933910698,960,,
,,,800000,,,0.7778777629137039,0.0003,-0.5365022792480886,-0.04957350862059684,0.17043218,0.2,0.36849365234375,0.026262491941452026,0.9776939796749502,970,1115.4,116.2
3183,1081.54,98,802816,252,108.02,,,,,,,,,,,,
3213,1049.33,99,811008,252,99.28,0.7135274410247803,0.0003,-0.5297115865861997,-0.046002273746853464,0.17295374,0.2,0.3751220703125,0.1436365842819214,1.2289273775764742,980,,
3243,1048.78,100,819200,252,94.08,0.70595583319664,0.0003,-0.537103314534761,-0.04586170301263337,0.16350129,0.2,0.3752197265625,0.29091161489486694,1.3543220584164373,990,,
3275,1061.92,101,827392,252,94.97,0.6672273278236389,0.0003,-0.5370272429659962,-0.04433349007667857,0.16884753,0.2,0.376953125,0.292365163564682,1.2773851929814555,1000,,
3306,1083.16,102,835584,252,101.24,0.6393681168556213,0.0003,-0.546249978011474,-0.04741492598914192,0.16082902,0.2,0.37967529296875,0.5707945823669434,1.3798373269150033,1010,,
,,,840000,,,0.7018682062625885,0.0003,-0.5328942564083263,-0.04678978802621714,0.16612563,0.2,0.3689208984375,0.496501624584198,1.3084067911142483,1020,1181.4,114.0
3340,1082.01,103,843776,252,104.59,,,,,,,,,,,,
