rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/iterations,time/fps,train/n_updates,train/policy_gradient_loss,train/explained_variance,train/approx_kl,train/learning_rate,train/clip_range,train/loss,train/clip_fraction,train/entropy_loss,train/value_loss,eval/mean_ep_length,eval/mean_reward
1218.93,5943,96.75,1646592,201,277,,,,,,,,,,,,
1210.08,5972,88.89,1654784,202,277,2010,-0.042774873903545084,0.7123729288578033,0.17463323,0.0003,0.2,0.18550309538841248,0.34776611328125,-0.4980370992561802,1.3088283765013329,,
1216.64,6001,83.32,1662976,203,277,2020,-0.04005406413416494,0.6169467270374298,0.18451448,0.0003,0.2,0.22240906953811646,0.3493408203125,-0.48785307197831573,1.4722701456747018,,
1203.32,6029,76.85,1671168,204,277,2030,-0.03951142120349686,0.42961621284484863,0.177966,0.0003,0.2,0.5957132577896118,0.37237548828125,-0.5280414009932428,1.5343389099580236,,
1195.23,6057,72.34,1679360,205,277,2040,-0.03770538108583423,0.4607083797454834,0.17163837,0.0003,0.2,0.15378104150295258,0.37593994140625,-0.5402179549681023,1.4526744269300251,,
,,,1680000,,,2050,-0.043848227612033955,0.5795056223869324,0.1563526,0.0003,0.2,0.30776843428611755,0.36759033203125,-0.5281767695909366,1.2252718341420406,1357.0,60.0
1208.05,6090,69.36,1687552,206,277,,,,,,,,,,,,
1252.44,6119,68.47,1695744,207,277,2060,-0.044331835124467034,0.6070924997329712,0.17319602,0.0003,0.2,0.07454885542392731,0.375,-0.5396011201431975,0.9610677950899117,,
1224.43,6151,62.32,1703936,208,276,2070,-0.04802337243745569,0.6069686710834503,0.18605494,0.0003,0.2,0.09260665625333786,0.39769287109375,-0.5616705682361498,0.8996643764199689,,
1204.87,6181,57.34,1712128,209,276,2080,-0.042113870367757045,0.5425464808940887,0.17279579,0.0003,0.2,0.002249501645565033,0.38533935546875,-0.5583390311338008,1.038876736711245,,
,,,1720000,,,2090,-0.04707385217188857,0.6211050450801849,0.17844558,0.0003,0.2,0.07162527740001678,0.3810302734375,-0.5490652204258367,0.8099952730699442,1230.6,58.6
1187.04,6216,54.18,1720320,210,276,,,,,,,,,,,,
1184.78,6247,58.31,1728512,211,276,2100,-0.04223631610366283,0.6102785766124725,0.16813539,0.0003,0.2,0.16660358011722565,0.36407470703125,-0.5558407867792994,1.0492918666801416,,
1187.31,6277,61.86,1736704,212,276,2110,-0.04472829113365151,0.5823513865470886,0.18824118,0.0003,0.2,0.32309865951538086,0.37620849609375,-0.518791890097782,0.9954798204940744,,
1196.43,6307,66.17,1744896,213,276,2120,-0.04692438522833982,0.6384101212024689,0.18298128,0.0003,0.2,0.0819772258400917,0.37635498046875,-0.5457664937945083,0.8128270160872489,,
1201.02,6337,69.25,1753088,214,276,2130,-0.04504660105703806,0.6320598423480988,0.18850225,0.0003,0.2,0.04975368082523346,0.369287109375,-0.5256519521120936,0.8241850575024727,,
,,,1760000,,,2140,-0.04233050540278782,0.6891478002071381,0.15796825,0.0003,0.2,0.13512855768203735,0.3489990234375,-0.49873641051817685,0.9165834562620148,1230.6,86.2
1213.48,6370,70.09,1761280,215,276,,,,,,,,,,,,
1188.51,6399,67.89,1769472,216,276,2150,-0.043765132389671633,0.699426531791687,0.19076952,0.0003,0.2,0.127165749669075,0.35482177734375,-0.4940780703444034,0.8839619326114189,,
1188.13,6429,70.22,1777664,217,276,2160,-0.04052711283584358,0.5818676948547363,0.18319353,0.0003,0.2,0.27533620595932007,0.3662841796875,-0.5091561537235976,1.0799180526519194,,
1172.91,6458,73.95,1785856,218,276,2170,-0.037071071835816836,0.5874848961830139,0.18903601,0.0003,0.2,0.5146503448486328,0.352392578125,-0.47617024305509403,1.2493364113150165,,
1175.65,6488,72.04,1794048,219,276,2180,-0.03954215021803975,0.595058411359787,0.19619426,0.0003,0.2,0.15200673043727875,0.37276611328125,-0.49493819477502254,0.9286707552499138,,
,,,1800000,,,2190,-0.03991536679168348,0.5375920534133911,0.1762045,0.0003,0.2,0.1867918074131012,0.36622314453125,-0.5075914359418675,1.200443299219478,1289.4,121.0
1161.29,6521,75.65,1802240,220,276,,,,,,,,,,,,
1149.98,6551,78.31,1810432,221,276,2200,-0.04088377601656248,0.6904789209365845,0.18266585,0.0003,0.2,0.12828080356121063,0.3507568359375,-0.4797486542025581,1.0031467708991841,,
1154.29,6582,87.86,1818624,222,276,2210,-0.03999825787905138,0.6061811149120331,0.18609813,0.0003,0.2,0.14846202731132507,0.36229248046875,-0.4930404816288501,1.1767452937667258,,
1122.79,6612,91.76,1826816,223,276,2220,-0.041560309577835144,0.7260515093803406,0.18767825,0.0003,0.2,1.1666569709777832,0.34598388671875,-0.471690678759478,0.8950515308009926,,
1142.12,6642,93.88,1835008,224,276,2230,-0.040718196504894874,0.7121078372001648,0.17946394,0.0003,0.2,0.30719247460365295,0.33687744140625,-0.4610503443516791,1.0100933514302597,,
,,,1840000,,,2240,-0.042196357495777194,0.7714608460664749,0.17452745,0.0003,0.2,0.25259456038475037,0.3388916015625,-0.4494360022014007,0.8932675371994264,1052.2,88.2
1158.6,6675,90.91,1843200,225,276,,,,,,,,,,,,
1178.14,6704,90.08,1851392,226,276,2250,-0.039767427173501346,0.6479099690914154,0.17655571,0.0003,0.2,0.1372677981853485,0.3459228515625,-0.47055962777230886,1.3043812525691465,,
1190.65,6734,90.84,1859584,227,276,2260,-0.040118146792519835,0.7076971530914307,0.19240335,0.0003,0.2,0.1397874653339386,0.34693603515625,-0.4585636811330914,0.991644391976297,,
1174.59,6764,87.75,1867776,228,276,2270,-0.0385830429935595,0.6284493803977966,0.18246661,0.0003,0.2,0.24430204927921295,0.3372314453125,-0.4588893293403089,1.3344713637488894,,
1193.19,6794,95.04,1875968,229,276,2280,-0.03688684331646073,0.6801709830760956,0.16207731,0.0003,0.2,0.38334834575653076,0.32421875,-0.4509003743994981,1.5096442135050894,,
,,,1880000,,,2290,-0.039361478163482386,0.7348009049892426,0.18127847,0.0003,0.2,0.06777701526880264,0.31986083984375,-0.42514974481891843,0.9837351772934199,1252.0,87.8
1159.3,6827,96.94,1884160,230,275,,,,,,,,,,,,
1134.0,6857,99.15,1892352,231,275,2300,-0.03807557628970244,0.7874095737934113,0.18133193,0.0003,0.2,0.09812465310096741,0.3409423828125,-0.4532441643299535,1.1320463790674693,,
1098.95,6886,97.29,1900544,232,275,2310,-0.037348402776115106,0.7445151209831238,0.19947813,0.0003,0.2,0.18892741203308105,0.3311279296875,-0.43947376336436716,1.2162495534634217,,
1057.42,6916,91.49,1908736,233,275,2320,-0.03561552149185445,0.6989247500896454,0.180044,0.0003,0.2,0.1232464462518692,0.3669921875,-0.49234366142190994,1.1065486683743075,,
1061.27,6946,84.23,1916928,234,275,2330,-0.03666290121618658,0.7214274108409882,0.15533617,0.0003,0.2,0.4214763343334198,0.352880859375,-0.4890081481076777,1.2540673156967386,,
,,,1920000,,,2340,-0.035342963456423605,0.6086480021476746,0.18309465,0.0003,0.2,0.19875220954418182,0.352880859375,-0.48326465643476696,1.635900114988908,1208.4,79.2
1073.63,6978,85.52,1925120,235,275,,,,,,,,,,,,
1101.69,7008,81.94,1933312,236,275,2350,-0.04155189750017598,0.6542931795120239,0.20096658,0.0003,0.2,0.13611169159412384,0.3596435546875,-0.47107734305318444,1.2080451732967048,,
1131.12,7038,84.47,1941504,237,275,2360,-0.03709880774622434,0.6078400909900665,0.19562441,0.0003,0.2,0.24594905972480774,0.35584716796875,-0.4786098744720221,1.2280784458271228,,
1136.38,7068,79.29,1949696,238,275,2370,-0.03617215398844564,0.6190913617610931,0.19832993,0.0003,0.2,0.2065850794315338,0.35606689453125,-0.47167436669114976,1.4187770626624114,,
1158.22,7098,76.76,1957888,239,275,2380,-0.03625977705341939,0.5130873918533325,0.18183538,0.0003,0.2,0.3212427496910095,0.36676025390625,-0.49394310018979015,1.247875483916141,,
,,,1960000,,,2390,-0.03492664609439089,0.5016124546527863,0.18276075,0.0003,0.2,0.11036039888858795,0.37205810546875,-0.4936694764299318,1.354063088237308,1406.8,106.8
1155.91,7133,76.73,1966080,240,275,,,,,,,,,,,,
1179.01,7163,79.37,1974272,241,275,2400,-0.03862304163776571,0.546073317527771,0.18776344,0.0003,0.2,0.0804734081029892,0.36116943359375,-0.4877536428393796,1.2550115073332564,,
1216.99,7193,84.19,1982464,242,275,2410,-0.031020951232494553,0.479783833026886,0.18224873,0.0003,0.2,0.18607264757156372,0.3669189453125,-0.494856189773418,1.4381789569044485,,
1219.63,7223,86.75,1990656,243,275,2420,-0.035541074382490476,0.5917634665966034,0.17092322,0.0003,0.2,0.23381826281547546,0.3547119140625,-0.4884216109290719,1.1790683705359697,,
1227.41,7254,88.8,1998848,244,275,2430,-0.040196859250136184,0.6396742761135101,0.2069135,0.0003,0.2,0.08927060663700104,0.3627685546875,-0.4831499684602022,1.1377234014100395,,
,,,2000000,,,2440,-0.039465866323371304,0.6984045207500458,0.18729421,0.0003,0.2,0.44209444522857666,0.36365966796875,-0.4824674152536318,1.1445630849106236,1282.6,93.8
1248.89,7289,94.83,2007040,245,275,,,,,,,,,,,,
1237.3,7318,93.35,2015232,246,275,2450,-0.03571556064052857,0.6752747893333435,0.17245966,0.0003,0.2,0.23706857860088348,0.3345947265625,-0.46356670700479297,1.2688531581661664,,
1246.66,7348,93.73,2023424,247,275,2460,-0.03411456954854657,0.6055296659469604,0.19145018,0.0003,0.2,0.4887879490852356,0.34925537109375,-0.4733976333634928,1.375736463163048,,
1258.88,7378,92.2,2031616,248,275,2470,-0.036721803925320276,0.6515004932880402,0.1920828,0.0003,0.2,0.27598142623901367,0.34134521484375,-0.4568965196842328,1.1719290744280442,,
1246.63,7408,87.23,2039808,249,275,2480,-0.03505989017758111,0.6698150634765625,0.17663616,0.0003,0.2,0.09359858185052872,0.33897705078125,-0.4594601104268804,1.0962648450862615,,
,,,2040000,,,2490,-0.03739003936861991,0.662623405456543,0.18982637,0.0003,0.2,0.01810581609606743,0.3522216796875,-0.46635840921662747,1.1373551476979629,1277.0,103.0
1261.23,7440,86.13,2048000,250,275,,,,,,,,,,,,
1208.24,7470,86.87,2056192,251,275,2500,-0.03786861053340544,0.677214652299881,0.20699656,0.0003,0.2,0.4830840229988098,0.34931640625,-0.46248951014131306,1.1674809956573882,,
1198.14,7501,87.89,2064384,252,275,2510,-0.03702823607745813,0.6925486028194427,0.18806434,0.0003,0.2,0.2784038186073303,0.3440185546875,-0.4574190791230649,1.1039821321726777,,
1198.07,7531,87.2,2072576,253,275,2520,-0.036416754808305994,0.7050650417804718,0.19792879,0.0003,0.2,0.062184207141399384,0.34111328125,-0.4577950940933079,1.059172310307622,,
,,,2080000,,,2530,-0.03138805000962748,0.6527618169784546,0.19212812,0.0003,0.2,0.31658223271369934,0.340185546875,-0.4586081766523421,1.2826234262320213,1186.8,84.2
1181.98,7565,86.15,2080768,254,275,,,,,,,,,,,,
1219.98,7595,80.89,2088960,255,275,2540,-0.029830492924520512,0.6349270939826965,0.19368857,0.0003,0.2,0.5352967977523804,0.3463134765625,-0.4534204337745905,1.3491334659978746,,
1235.73,7626,80.78,2097152,256,274,2550,-0.0319187190849334,0.5478956401348114,0.21894827,0.0003,0.2,0.3426177501678467,0.34583740234375,-0.4641355917789042,1.3889670173404738,,
1237.65,7656,81.21,2105344,257,274,2560,-0.032425205598701726,0.6090980768203735,0.1963257,0.0003,0.2,0.7670230865478516,0.34705810546875,-0.4542821684619412,1.245232696668245,,
1254.87,7686,79.76,2113536,258,274,2570,-0.03311091093928553,0.6135222315788269,0.21442246,0.0003,0.2,0.18388602137565613,0.34827880859375,-0.4720708001637831,1.125670380750671,,
,,,2120000,,,2580,-0.03663306569615088,0.6323274970054626,0.2156091,0.0003,0.2,0.2641758918762207,0.35035400390625,-0.4555295062251389,1.143213025701698,1313.8,79.6
1251.99,7720,79.03,2121728,259,274,,,,,,,,,,,,
1273.56,7750,77.65,2129920,260,274,2590,-0.031956692180028765,0.6131916642189026,0.21307743,0.0003,0.2,0.3009791970252991,0.34375,-0.4508611848577857,1.2834793828078546,,
1296.69,7780,77.52,2138112,261,274,2600,-0.03500260540495219,0.660128653049469,0.2005879,0.0003,0.2,0.06091199815273285,0.33192138671875,-0.432613021787256,1.095441336685326,,
1291.48,7810,78.23,2146304,262,274,2610,-0.03452649431783357,0.6585507392883301,0.19317088,0.0003,0.2,0.16142600774765015,0.33170166015625,-0.4401907484512776,1.1127134229172952,,
1265.97,7839,78.37,2154496,263,274,2620,-0.03610831744008465,0.7155201137065887,0.17959046,0.0003,0.2,0.17434071004390717,0.3220947265625,-0.4306162708904594,1.0467594746034592,,
,,,2160000,,,2630,-0.031959772649861405,0.6498168110847473,0.1768468,0.0003,0.2,0.15695063769817352,0.325732421875,-0.4455618678126484,1.37223856105702,1416.6,99.0
1258.3,7874,84.04,2162688,264,274,,,,,,,,,,,,
1251.56,7904,86.18,2170880,265,274,2640,-0.03080118168727495,0.6113563179969788,0.2054813,0.0003,0.2,0.4371577799320221,0.362158203125,-0.45491764151956887,1.3358914477284998,,
1258.44,7935,86.19,2179072,266,274,2650,-0.03164166005226434,0.5733287334442139,0.1718775,0.0003,0.2,1.1357882022857666,0.33912353515625,-0.4641317494912073,1.5761657926719637,,
1302.27,7966,92.41,2187264,267,274,2660,-0.03374364692135714,0.5632137060165405,0.19531271,0.0003,0.2,0.21650175750255585,0.34415283203125,-0.4477841744897887,1.4382969390251674,,
1292.64,7995,93.19,2195456,268,274,2670,-0.029300853415043092,0.6593336462974548,0.21291494,0.0003,0.2,0.6940310001373291,0.35697021484375,-0.4679619031026959,1.2847240326926113,,
,,,2200000,,,2680,-0.0306537373624451,0.6970235407352448,0.17831077,0.0003,0.2,0.0824870616197586,0.31885986328125,-0.4403700619004667,1.3720992584596388,1486.4,107.2
1304.08,8032,94.16,2203648,269,274,,,,,,,,,,,,
1304.01,8061,102.02,2211840,270,274,2690,-0.03259116620611167,0.705345630645752,0.19004038,0.0003,0.2,0.6204149127006531,0.3277099609375,-0.4361632770858705,1.2528923060162924,,
1311.52,8091,106.68,2220032,271,274,2700,-0.031760188886983086,0.7127155065536499,0.18270735,0.0003,0.2,0.5043135285377502,0.3196044921875,-0.42147210277616975,1.4010191804962233,,
1309.05,8120,106.2,2228224,272,274,2710,-0.03302821963807219,0.7980123162269592,0.16848946,0.0003,0.2,1.0655603408813477,0.31397705078125,-0.42591070355847477,1.0449243668350392,,
1313.13,8149,106.86,2236416,273,274,2720,-0.03026713336803368,0.7099570333957672,0.17713922,0.0003,0.2,0.31907907128334045,0.31934814453125,-0.4356813425198197,1.4306687871809118,,
,,,2240000,,,2730,-0.030914311588276178,0.7301994860172272,0.17280738,0.0003,0.2,0.18134289979934692,0.3093017578125,-0.408150435029529,1.3946226483792998,1235.2,116.2
1322.44,8181,103.33,2244608,274,274,,,,,,,,,,,,
1313.49,8210,96.81,2252800,275,274,2740,-0.033456549272159464,0.8280313909053802,0.18056878,0.0003,0.2,0.22185018658638,0.3041748046875,-0.3908500912366435,1.119099458353594,,
1305.14,8240,94.78,2260992,276,274,2750,-0.026985443859666704,0.6987938284873962,0.16239461,0.0003,0.2,0.3596721887588501,0.30784912109375,-0.4207852131919935,1.6489151540677995,,
1303.0,8270,93.88,2269184,277,274,2760,-0.030739684027503246,0.7575708776712418,0.17596631,0.0003,0.2,0.4687466025352478,0.30120849609375,-0.4035190039779991,1.4544215117464774,,
1302.1,8300,92.48,2277376,278,274,2770,-0.02897169080461026,0.8117271959781647,0.24761069,0.0003,0.2,0.2909519374370575,0.289404296875,-0.3857548426371068,1.4940670082811267,,
,,,2280000,,,2780,-0.03018087611781084,0.8138735294342041,0.18626451,0.0003,0.2,0.42833369970321655,0.3020751953125,-0.38231501430273057,1.1815889952587895,1404.0,105.6
1315.92,8334,94.87,2285568,279,274,,,,,,,,,,,,
1326.93,8364,97.75,2293760,280,274,2790,-0.02214830675002304,0.70806023478508,0.18089291,0.0003,0.2,0.21995529532432556,0.3001220703125,-0.3858435167465359,1.7621118465554901,,
1327.84,8393,98.81,2301952,281,274,2800,-0.02830500461313932,0.7662917226552963,0.18288592,0.0003,0.2,0.5280622839927673,0.31064453125,-0.3993136771256104,1.4356619848520495,,
1320.43,8424,100.85,2310144,282,274,2810,-0.027816329168126687,0.7415079772472382,0.17501596,0.0003,0.2,0.07802171260118484,0.3189453125,-0.4045712135732174,1.2819542762823404,,
1310.8,8453,103.08,2318336,283,274,2820,-0.030108774000109407,0.804926872253418,0.15070364,0.0003,0.2,0.12069815397262573,0.31622314453125,-0.4195652179652825,1.334639502200298,,
,,,2320000,,,2830,-0.02971671447448898,0.8428826630115509,0.16374588,0.0003,0.2,0.0982462540268898,0.303564453125,-0.4017329220892861,1.2835039976169356,1390.6,113.0
1314.85,8487,104.66,2326528,284,274,,,,,,,,,,,,
1321.57,8515,109.18,2334720,285,274,2840,-0.029189253281947457,0.7917425483465195,0.16044569,0.0003,0.2,0.5730851888656616,0.29404296875,-0.39989762387704103,1.7023243570001796,,
1335.38,8545,117.17,2342912,286,274,2850,-0.027604972486005862,0.8459312319755554,0.16551489,0.0003,0.2,1.159463882446289,0.3009033203125,-0.3985960267251357,1.2292953066760675,,
1356.92,8574,120.23,2351104,287,274,2860,-0.0252369469300902,0.8821438774466515,0.17678955,0.0003,0.2,0.13093043863773346,0.295849609375,-0.38438248878810555,1.0603806439205072,,
1341.18,8604,118.11,2359296,288,274,2870,-0.030105808694497683,0.8434913456439972,0.14646098,0.0003,0.2,0.644668698310852,0.2914794921875,-0.40730738835409286,1.296260840445757,,
,,,2360000,,,2880,-0.023351476906827883,0.7849904298782349,0.15100205,0.0003,0.2,0.42825421690940857,0.285546875,-0.41206173102837057,1.6154385305708274,1379.2,113.2
1324.95,8636,116.69,2367488,289,274,,,,,,,,,,,,
1303.33,8665,108.7,2375680,290,274,2890,-0.02963566924809129,0.8376133590936661,0.17677453,0.0003,0.2,0.26486870646476746,0.3001220703125,-0.3937628666870296,1.2417593665304594,,
1283.03,8693,109.01,2383872,291,274,2900,-0.024320391431683675,0.7792348861694336,0.18229997,0.0003,0.2,0.12111556529998779,0.3089599609375,-0.4129568872507662,1.5640388461295516,,
1302.02,8721,115.39,2392064,292,274,2910,-0.03153560197606566,0.7982527166604996,0.1526422,0.0003,0.2,0.21161948144435883,0.3095458984375,-0.4132187268231064,1.4684091344242916,,
,,,2400000,,,2920,-0.027943423396209255,0.8688948899507523,0.1709769,0.0003,0.2,0.6055675148963928,0.29241943359375,-0.3849149252520874,1.0530114871799015,1262.6,137.0
1282.11,8755,115.54,2400256,293,274,,,,,,,,,,,,
1275.22,8784,120.96,2408448,294,274,2930,-0.026138122094562278,0.7547526806592941,0.15565315,0.0003,0.2,1.5814950466156006,0.3043212890625,-0.4126550344284624,2.1199306200025605,,
1257.64,8812,121.03,2416640,295,274,2940,-0.028495107399794505,0.8665662109851837,0.14596105,0.0003,0.2,0.6987118721008301,0.2989013671875,-0.41720935576595364,1.222343907749746,,
1267.68,8843,121.82,2424832,296,274,2950,-0.025950148730771616,0.8120552897453308,0.13795714,0.0003,0.2,0.23253454267978668,0.29326171875,-0.41594502551015466,1.6048515226575546,,
1247.8,8872,119.07,2433024,297,274,2960,-0.028082668010756606,0.8111065328121185,0.13846573,0.0003,0.2,0.19732815027236938,0.3119384765625,-0.41908216930460185,1.364905213820748,,
,,,2440000,,,2970,-0.02578828016339685,0.7914046496152878,0.15969479,0.0003,0.2,0.5711149573326111,0.3156005859375,-0.435104317474179,1.5876785417087376,1329.8,150.4
1239.01,8907,113.89,2441216,298,274,,,,,,,,,,,,
1250.02,8937,116.64,2449408,299,274,2980,-0.025091987240011805,0.7390428483486176,0.15083094,0.0003,0.2,0.9091019630432129,0.30306396484375,-0.4203283669659868,1.9232943918555976,,
1242.59,8965,114.76,2457600,300,274,2990,-0.025825523230014368,0.8493916690349579,0.16946606,0.0003,0.2,0.3023563623428345,0.2966064453125,-0.4068905746564269,1.1197885724250227,,
1215.65,8993,113.33,2465792,301,274,3000,-0.027928494728985242,0.8013559728860855,0.14252746,0.0003,0.2,0.7184305191040039,0.304296875,-0.4187196844955906,1.6209141727071255,,
1177.42,9023,103.39,2473984,302,274,3010,-0.023809806006102007,0.750971257686615,0.15906647,0.0003,0.2,0.977539598941803,0.2980712890625,-0.41525653104763477,2.095085331844166,,
,,,2480000,,,3020,-0.028107683303460362,0.6787352561950684,0.15327436,0.0003,0.2,0.22833551466464996,0.3111572265625,-0.44053808599710464,1.8056915130233393,1113.6,91.0
1153.11,9054,96.01,2482176,303,274,,,,,,,,,,,,
1139.45,9086,88.67,2490368,304,274,3030,-0.025151354113768322,0.6168558597564697,0.16890648,0.0003,0.2,0.3306282162666321,0.32403564453125,-0.4278815151657909,1.7545566412736662,,
1111.07,9114,89.07,2498560,305,274,3040,-0.027853730112838093,0.6106331944465637,0.16616829,0.0003,0.2,0.34913986921310425,0.32569580078125,-0.42829934153705834,1.7167440664488822,,
1095.25,9143,89.83,2506752,306,274,3050,-0.030037849691871087,0.7022562623023987,0.15426114,0.0003,0.2,0.3293060064315796,0.31368408203125,-0.426278916769661,1.3635233263019473,,
1106.03,9171,97.09,2514944,307,274,3060,-0.025732125387366977,0.6905744969844818,0.18231645,0.0003,0.2,0.3205111026763916,0.3234619140625,-0.4150723251979798,1.3854502267902717,,
,,,2520000,,,3070,-0.029503964908508352,0.7783111929893494,0.18595141,0.0003,0.2,0.20807652175426483,0.31055908203125,-0.4028885846491903,1.0694143103435636,1177.4,103.8
1138.24,9204,100.12,2523136,308,274,,,,,,,,,,,,
1187.78,9232,108.57,2531328,309,274,3080,-0.029207607403805014,0.7871685028076172,0.1739158,0.0003,0.2,0.7830246686935425,0.295751953125,-0.38254260302055626,0.9977806720184162,,
1176.64,9260,105.26,2539520,310,274,3090,-0.02923923600501439,0.8033228367567062,0.1742513,0.0003,0.2,0.11026574671268463,0.296630859375,-0.3893002039752901,0.831758835108485,,
1160.36,9290,100.48,2547712,311,274,3100,-0.02230808364256518,0.5865443646907806,0.16167492,0.0003,0.2,0.5140633583068848,0.3110595703125,-0.41471092954743655,1.9956489731790499,,
1142.46,9318,92.25,2555904,312,274,3110,-0.02637584533804329,0.680292546749115,0.373208,0.0003,0.2,0.31571391224861145,0.30859375,-0.4064050687709823,1.3218116265605204,,
,,,2560000,,,3120,-0.027146622779400786,0.6417841017246246,0.17240608,0.0003,0.2,0.26064181327819824,0.31728515625,-0.42293731342069807,1.5343400236335583,1230.2,132.8
1143.24,9352,94.47,2564096,313,274,,,,,,,,,,,,
1148.51,9381,102.88,2572288,314,274,3130,-0.031549768392869736,0.7901149243116379,0.16928491,0.0003,0.2,0.13071829080581665,0.30994873046875,-0.39766732018906625,1.0662407132331282,,
1144.0,9409,105.17,2580480,315,274,3140,-0.03070738021779107,0.8053810596466064,0.15519688,0.0003,0.2,0.2752600610256195,0.3032958984375,-0.40483461760450157,0.9182625977206044,,
1174.75,9437,107.17,2588672,316,274,3150,-0.02451606955655734,0.7821929901838303,0.16688484,0.0003,0.2,0.14492568373680115,0.2987060546875,-0.3929327453719452,1.2114531833445654,,
1172.46,9467,103.12,2596864,317,274,3160,-0.027010357470135204,0.7095741331577301,0.20937142,0.0003,0.2,0.14365479350090027,0.31346435546875,-0.4048491963883862,1.1106939722201787,,
,,,2600000,,,3170,-0.027402344304937286,0.6832054257392883,0.1759931,0.0003,0.2,0.2898576855659485,0.318408203125,-0.42257210151292385,1.5340055370004848,1354.4,136.6
1196.29,9500,103.76,2605056,318,274,,,,,,,,,,,,
1187.6,9530,104.24,2613248,319,274,3180,-0.02455096769335796,0.7403919100761414,0.1890556,0.0003,0.2,0.21138307452201843,0.29588623046875,-0.37795989293372256,1.1690203122096137,,
1191.75,9559,104.32,2621440,320,274,3190,-0.025207287462399107,0.7458359599113464,0.18277821,0.0003,0.2,0.24371576309204102,0.29068603515625,-0.3955692369840108,1.2756257243454456,,
1183.15,9587,106.95,2629632,321,274,3200,-0.029102042548038297,0.7723975032567978,0.16529629,0.0003,0.2,0.21237854659557343,0.30244140625,-0.4090208260342479,1.2159414889873006,,
1182.85,9616,104.75,2637824,322,274,3210,-0.028436379715276416,0.7067490816116333,0.18311432,0.0003,0.2,0.21897315979003906,0.31680908203125,-0.42604577583260833,1.410194184212014,,
,,,2640000,,,3220,-0.026514802435849562,0.6311231851577759,0.17575791,0.0003,0.2,0.2947697639465332,0.31702880859375,-0.43556142842862755,1.571664965536911,1283.0,115.6
1184.94,9650,103.78,2646016,323,274,,,,,,,,,,,,
1140.86,9678,99.13,2654208,324,274,3230,-0.024746893471456134,0.682758092880249,0.17712586,0.0003,0.2,0.27676472067832947,0.31295166015625,-0.42658767313696444,1.37952764488291,,
1166.16,9706,105.99,2662400,325,274,3240,-0.02963165449691587,0.6906522214412689,0.19471805,0.0003,0.2,1.0241848230361938,0.314306640625,-0.42388794200960545,1.3393215121584945,,
1171.01,9734,106.38,2670592,326,274,3250,-0.03164499807971879,0.8041324615478516,0.1804541,0.0003,0.2,0.038498952984809875,0.31712646484375,-0.4258334862999618,0.7616289107478224,,
1152.37,9763,108.07,2678784,327,274,3260,-0.028735245171264977,0.7028885781764984,0.18238541,0.0003,0.2,0.48175108432769775,0.30355224609375,-0.4280947735300288,1.303485564037692,,
,,,2680000,,,3270,-0.032629721239209174,0.7658008635044098,0.1921492,0.0003,0.2,0.44722098112106323,0.32740478515625,-0.43388307408895344,1.0134957021684385,1063.2,101.6
1135.09,9797,106.84,2686976,328,274,,,,,,,,,,,,
1141.11,9825,105.67,2695168,329,274,3280,-0.02705278469766199,0.7183830738067627,0.18233356,0.0003,0.2,0.3864956498146057,0.3073486328125,-0.4267185658914968,1.4206062032142655,,
1161.14,9853,108.05,2703360,330,274,3290,-0.024233062699022413,0.6893205046653748,0.17310144,0.0003,0.2,0.47416168451309204,0.305517578125,-0.41127655205782504,1.4667159329983406,,
1155.04,9882,107.9,2711552,331,274,3300,-0.027723219163453904,0.7387025654315948,0.1991021,0.0003,0.2,0.10236498713493347,0.3089111328125,-0.4179117874242365,1.2763373134541325,,
1147.06,9912,108.14,2719744,332,274,3310,-0.02593747675709892,0.7440890371799469,0.15524302,0.0003,0.2,0.5021266341209412,0.29412841796875,-0.40628908105427397,1.6002888382179663,,
,,,2720000,,,3320,-0.026179016846435844,0.6387458741664886,0.17420681,0.0003,0.2,0.45270296931266785,0.32332763671875,-0.43599564270116387,1.5825745195848868,1130.2,91.4
1117.69,9949,106.09,2727936,333,274,,,,,,,,,,,,
1134.22,9978,104.96,2736128,334,274,3330,-0.024902903831389267,0.6848501861095428,0.15875694,0.0003,0.2,0.5916805863380432,0.2970947265625,-0.4176296293502674,1.835144703509286,,
1123.03,10006,104.17,2744320,335,274,3340,-0.027453425702333334,0.7704016417264938,0.19399042,0.0003,0.2,0.45523005723953247,0.3021728515625,-0.4083707774057984,1.1478665090398863,,
1125.53,10035,107.03,2752512,336,274,3350,-0.026142980879376408,0.7796731144189835,0.17038481,0.0003,0.2,0.43508052825927734,0.29915771484375,-0.41120623198803513,1.2561930441530422,,
,,,2760000,,,3360,-0.025667657216399676,0.7891552299261093,0.15817791,0.0003,0.2,0.6066790223121643,0.3009033203125,-0.4127282967790961,1.3284205395029858,1180.0,139.8
1068.71,10068,100.84,2760704,337,274,,,,,,,,,,,,
1080.56,10098,104.2,2768896,338,274,3370,-0.030254528694422335,0.8042404651641846,0.17559186,0.0003,0.2,0.1434946358203888,0.31046142578125,-0.4262398561229929,1.310093847895041,,
1068.71,10129,99.11,2777088,339,274,3380,-0.024620835030873423,0.7463606297969818,0.14579225,0.0003,0.2,0.38316330313682556,0.2858154296875,-0.3894003728870302,1.5964300530729816,,
