time/fps,rollout/exploration_rate,time/total_timesteps,time/episodes,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length,train/n_updates,train/learning_rate,train/loss
671,0.01,5199740,53472,7739,456.4,39.91,,,318733,0.0001,0.06898907572031021
,0.01,5200000,,,,,44.2,527.4,318749,0.0001,0.013814176432788372
671,0.01,5200280,53476,7743,458.95,40.32,,,318767,0.0001,0.042676765471696854
671,0.01,5200740,53480,7744,458.95,40.32,,,318796,0.0001,0.16691049933433533
671,0.01,5200956,53484,7744,459.85,40.3,,,318809,0.0001,0.05034871771931648
671,0.01,5201556,53488,7745,459.27,40.3,,,318847,0.0001,0.021558711305260658
671,0.01,5202144,53492,7746,461.76,40.41,,,318883,0.0001,0.018506862223148346
671,0.01,5202724,53496,7746,461.76,40.41,,,318920,0.0001,0.011189019307494164
671,0.01,5203236,53500,7747,463.14,40.46,,,318952,0.0001,0.03194998949766159
671,0.01,5203552,53504,7748,463.58,40.28,,,318971,0.0001,0.011794574558734894
671,0.01,5203872,53508,7748,463.58,40.28,,,318991,0.0001,0.015751443803310394
671,0.01,5204216,53512,7749,466.69,40.3,,,319013,0.0001,0.040325865149497986
671,0.01,5204964,53516,7750,466.64,40.34,,,319060,0.0001,0.02451285533607006
671,0.01,5205128,53520,7750,467.2,40.27,,,319070,0.0001,0.02707100473344326
671,0.01,5205400,53524,7750,468.14,40.28,,,319087,0.0001,0.010117528960108757
671,0.01,5205900,53528,7751,465.84,40.14,,,319118,0.0001,0.011730327270925045
671,0.01,5206476,53532,7752,465.84,40.14,,,319154,0.0001,0.08808266371488571
671,0.01,5206904,53536,7752,465.71,40.07,,,319181,0.0001,0.013631017878651619
671,0.01,5207132,53540,7753,465.99,40.26,,,319195,0.0001,0.017721476033329964
671,0.01,5207512,53544,7753,465.26,40.24,,,319219,0.0001,0.04178459197282791
671,0.01,5207812,53548,7754,466.23,40.28,,,319238,0.0001,0.056477949023246765
671,0.01,5208088,53552,7754,466.32,40.42,,,319255,0.0001,0.04984636977314949
671,0.01,5208432,53556,7755,461.51,40.17,,,319276,0.0001,0.013045315630733967
671,0.01,5208824,53560,7755,461.51,40.17,,,319301,0.0001,0.019847840070724487
671,0.01,5209104,53564,7755,461.51,40.17,,,319318,0.0001,0.06872352212667465
671,0.01,5209436,53568,7756,453.24,39.84,,,319339,0.0001,0.022664444521069527
671,0.01,5210012,53572,7757,453.67,39.81,,,319375,0.0001,0.08949983865022659
671,0.01,5210380,53576,7757,453.67,39.81,,,319398,0.0001,0.025373654440045357
671,0.01,5210768,53580,7758,453.67,39.81,,,319422,0.0001,0.03535490483045578
671,0.01,5211172,53584,7758,455.44,39.77,,,319448,0.0001,0.09016299247741699
671,0.01,5211868,53588,7759,456.84,39.78,,,319491,0.0001,0.01884455606341362
671,0.01,5212224,53592,7760,456.84,39.78,,,319513,0.0001,0.01586897298693657
671,0.01,5212744,53596,7761,455.05,39.78,,,319546,0.0001,0.024787716567516327
671,0.01,5213232,53600,7761,454.77,39.63,,,319576,0.0001,0.09022533893585205
671,0.01,5213528,53604,7762,454.77,39.63,,,319595,0.0001,0.006415245123207569
671,0.01,5214012,53608,7762,456.36,39.68,,,319625,0.0001,0.018105823546648026
671,0.01,5214356,53612,7763,457.5,39.76,,,319647,0.0001,0.17083202302455902
671,0.01,5214992,53616,7764,458.01,39.75,,,319686,0.0001,0.022902172058820724
671,0.01,5215232,53620,7764,458.01,39.75,,,319701,0.0001,0.022042732685804367
671,0.01,5215540,53624,7765,458.01,39.78,,,319721,0.0001,0.024514373391866684
671,0.01,5216072,53628,7765,458.07,39.84,,,319754,0.0001,0.025928592309355736
671,0.01,5216660,53632,7766,458.4,39.82,,,319791,0.0001,0.27834179997444153
671,0.01,5217084,53636,7767,458.4,39.82,,,319817,0.0001,0.011815367266535759
671,0.01,5217224,53640,7767,456.21,39.79,,,319826,0.0001,0.04604625329375267
671,0.01,5217732,53644,7768,452.9,39.91,,,319858,0.0001,0.014328493736684322
671,0.01,5218256,53648,7768,453.99,40.04,,,319890,0.0001,0.020638663321733475
671,0.01,5218500,53652,7769,453.99,40.04,,,319906,0.0001,0.004406922031193972
671,0.01,5218860,53656,7769,447.38,39.93,,,319928,0.0001,0.007648147642612457
671,0.01,5220096,53660,7771,448.88,39.82,,,320005,0.0001,0.06696881353855133
671,0.01,5220248,53664,7771,448.88,39.82,,,320015,0.0001,0.023626774549484253
671,0.01,5220640,53668,7772,448.88,39.82,,,320039,0.0001,0.012309974990785122
671,0.01,5221252,53672,7773,454.24,40.19,,,320078,0.0001,0.09696837514638901
671,0.01,5221472,53676,7773,454.76,40.05,,,320091,0.0001,0.013721640221774578
