time/iterations,time/fps,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,train/approx_kl,train/learning_rate,train/clip_range,train/n_updates,train/entropy_loss,train/clip_fraction,train/explained_variance,train/loss,train/value_loss,train/policy_gradient_loss,eval/mean_reward,eval/mean_ep_length
379,256,3104768,1150.25,164.08,12108,0.12668252,0.0003,0.2,3780,-0.42038958966732026,0.2684326171875,0.8776508346199989,0.41443875432014465,1.1064639247371815,-0.024987115898693447,,
380,256,3112960,1149.74,168.03,12139,0.11810921,0.0003,0.2,3790,-0.4234001153847203,0.259326171875,0.8250084668397903,0.37838709354400635,1.9977529491763562,-0.025393459968836397,,
,,3120000,,,,0.13166456,0.0003,0.2,3800,-0.39541066880337894,0.2537109375,0.8255184441804886,0.3899520933628082,1.6949518503621221,-0.023030838185877655,158.8,1274.8
381,256,3121152,1136.97,161.96,12173,,,,,,,,,,,,
382,256,3129344,1139.53,164.7,12203,0.13135739,0.0003,0.2,3810,-0.42465556585229935,0.2693115234375,0.8190932273864746,0.35717666149139404,1.8571241095894948,-0.022332259827817325,,
383,256,3137536,1160.97,172.64,12234,0.1288074,0.0003,0.2,3820,-0.41823735658545047,0.25950927734375,0.8353309333324432,2.4928479194641113,2.0648059516213833,-0.018842507545559783,,
384,256,3145728,1161.32,175.45,12264,0.11638694,0.0003,0.2,3830,-0.4108278706436977,0.261376953125,0.8428502678871155,0.21941813826560974,1.6695257130544632,-0.02269107807005639,,
385,256,3153920,1185.14,180.71,12295,0.15626708,0.0003,0.2,3840,-0.4124596068635583,0.25396728515625,0.8189216256141663,0.27262794971466064,1.9504024998052045,-0.022061819335795006,,
,,3160000,,,,0.11969197,0.0003,0.2,3850,-0.43604554601479323,0.2595458984375,0.8514127433300018,0.4026106595993042,1.907857483602129,-0.023701641966545138,133.6,1127.4
386,256,3162112,1155.18,174.32,12331,,,,,,,,,,,,
387,256,3170304,1151.73,171.24,12362,0.11711696,0.0003,0.2,3860,-0.42792842849157753,0.26871337890625,0.8212796896696091,0.46902716159820557,1.9970284534851088,-0.020870135601944638,,
388,256,3178496,1137.2,167.73,12394,0.11385138,0.0003,0.2,3870,-0.4326827214099467,0.259521484375,0.7983872294425964,0.6828664541244507,2.6248250101925805,-0.021134440266905585,,
389,256,3186688,1100.27,157.14,12428,0.13722603,0.0003,0.2,3880,-0.43950913241133094,0.2887451171875,0.7983683347702026,0.8782080411911011,2.3541136362822725,-0.02228235615766607,,
390,256,3194880,1075.46,147.52,12462,0.12955385,0.0003,0.2,3890,-0.43946160960476843,0.270166015625,0.7302515208721161,1.3606984615325928,3.1076721005141734,-0.021249090566197993,,
,,3200000,,,,0.13396567,0.0003,0.2,3900,-0.4411583011969924,0.29442138671875,0.7034037113189697,0.5472756028175354,3.006949503789656,-0.01628573952293664,188.0,1092.6
391,256,3203072,1051.86,143.33,12499,,,,,,,,,,,,
392,256,3211264,1060.48,143.91,12532,0.14381945,0.0003,0.2,3910,-0.4207223277306184,0.27650146484375,0.7642154544591904,0.6459735631942749,2.149159052455798,-0.020628238605422667,,
393,256,3219456,1110.36,162.12,12566,0.14984751,0.0003,0.2,3920,-0.4154692350421101,0.273583984375,0.7797996401786804,0.428068608045578,2.171029710932635,-0.017927432811120525,,
394,256,3227648,1109.29,167.2,12600,0.12814745,0.0003,0.2,3930,-0.40525256308028473,0.25709228515625,0.8084276914596558,1.2292252779006958,2.469638311397284,-0.018424456246430056,,
395,256,3235840,1113.57,165.56,12633,0.13656609,0.0003,0.2,3940,-0.4308249730151147,0.27208251953125,0.7746295183897018,0.4965977370738983,2.924402980413288,-0.019790076035860693,,
,,3240000,,,,0.12697484,0.0003,0.2,3950,-0.4351539820898324,0.2793701171875,0.7845363914966583,0.523897647857666,2.1920941984979434,-0.019290242201532238,204.4,1225.2
396,255,3244032,1119.56,164.37,12672,,,,,,,,,,,,
397,255,3252224,1139.42,160.17,12704,0.15064795,0.0003,0.2,3960,-0.44198434487916527,0.28385009765625,0.7917986065149307,0.49986305832862854,2.2988754737190904,-0.019221176746941637,,
398,255,3260416,1116.68,151.66,12737,0.13654998,0.0003,0.2,3970,-0.44181194587145,0.2775146484375,0.7839559316635132,0.5839399695396423,2.323209913005121,-0.020672380391988553,,
399,255,3268608,1103.65,155.22,12771,0.12082934,0.0003,0.2,3980,-0.4630594006739557,0.29273681640625,0.7775447070598602,1.3089698553085327,2.8726395348086955,-0.014756890069838846,,
400,255,3276800,1078.08,152.46,12804,0.13399367,0.0003,0.2,3990,-0.46524587739259005,0.29427490234375,0.8354949206113815,0.5677767992019653,2.2003727969480678,-0.020485632435884325,,
,,3280000,,,,0.108724,0.0003,0.2,4000,-0.4665123677346855,0.272802734375,0.8057530969381332,0.692216694355011,2.5639686909504236,-0.02099249467428308,130.8,1025.8
401,255,3284992,1057.07,149.93,12839,,,,,,,,,,,,
402,255,3293184,1102.49,150.75,12872,0.1301629,0.0003,0.2,4010,-0.47020238763652744,0.2841064453125,0.7869931161403656,0.6103315949440002,2.61291421498172,-0.021593742060940713,,
403,255,3301376,1092.69,152.12,12905,0.13882703,0.0003,0.2,4020,-0.44625047461595385,0.28509521484375,0.8247750848531723,0.6073630452156067,1.9271065431647003,-0.022318442385585512,,
404,255,3309568,1097.79,155.3,12939,0.12522928,0.0003,0.2,4030,-0.4483853021403775,0.27666015625,0.8420455306768417,0.4257810413837433,2.2728001245297493,-0.023052456094592343,,
405,255,3317760,1042.32,143.92,12972,0.11463069,0.0003,0.2,4040,-0.48491345627699045,0.28216552734375,0.8469052612781525,0.25151392817497253,2.1633823127951475,-0.02193094115209533,,
,,3320000,,,,0.11594397,0.0003,0.2,4050,-0.4800162435276434,0.29569091796875,0.7618719637393951,0.7720628380775452,3.1379527096170934,-0.015539533498304081,75.2,972.4
406,255,3325952,986.88,122.32,13010,,,,,,,,,,,,
407,255,3334144,966.69,113.04,13043,0.12994835,0.0003,0.2,4060,-0.5118074886268005,0.3185302734375,0.6379483342170715,1.773330569267273,3.126484533259645,-0.014503991549645434,,
408,255,3342336,959.83,106.64,13076,0.10992708,0.0003,0.2,4070,-0.5055011288030073,0.2910400390625,0.6315958499908447,1.2991023063659668,3.059909207792953,-0.021141148199239977,,
409,255,3350528,993.45,111.28,13110,0.12662375,0.0003,0.2,4080,-0.496447775606066,0.2906005859375,0.6890998184680939,0.873835027217865,2.459863764233887,-0.02173358773216023,,
410,255,3358720,1037.58,114.0,13142,0.11689647,0.0003,0.2,4090,-0.48562478348612786,0.2929443359375,0.7224196195602417,0.33191218972206116,2.325626597320661,-0.019212294912722427,,
,,3360000,,,,0.118027,0.0003,0.2,4100,-0.5119051109300926,0.3013427734375,0.7743663042783737,0.7181397676467896,1.8278328137937934,-0.024791166659633747,187.4,1276.8
411,255,3366912,1043.66,111.74,13179,,,,,,,,,,,,
412,255,3375104,1038.42,117.06,13212,0.12040354,0.0003,0.2,4110,-0.46763243121095,0.2899658203125,0.7482504546642303,1.224818468093872,2.067825769702904,-0.017472970870585414,,
413,255,3383296,1010.68,111.21,13245,0.11691658,0.0003,0.2,4120,-0.46585673624649643,0.289111328125,0.7883191406726837,0.5646694302558899,1.9924649055348709,-0.020564867085340666,,
414,255,3391488,1014.89,112.1,13278,0.10522452,0.0003,0.2,4130,-0.49716906840913,0.29830322265625,0.7386992871761322,0.8278158903121948,2.372903982712887,-0.022307843779708493,,
415,255,3399680,1013.96,113.11,13311,0.1323165,0.0003,0.2,4140,-0.4957009319216013,0.31051025390625,0.6817994713783264,1.0389952659606934,2.3682459734380243,-0.019701027169503504,,
,,3400000,,,,0.11139702,0.0003,0.2,4150,-0.4722165823215619,0.2768310546875,0.7938101887702942,0.627126157283783,2.1416703863302247,-0.023789492963260273,159.8,1212.4
416,255,3407872,1065.54,128.99,13348,,,,,,,,,,,,
417,255,3416064,1109.96,145.21,13381,0.1042978,0.0003,0.2,4160,-0.44788663850631566,0.27110595703125,0.7664560377597809,0.9171489477157593,2.8036216613836586,-0.018927114952748524,,
418,255,3424256,1160.28,158.43,13414,0.112733394,0.0003,0.2,4170,-0.46591196176595984,0.27965087890625,0.8043857663869858,0.49478262662887573,2.118428090540692,-0.02066598982637515,,
419,255,3432448,1175.85,163.24,13445,0.105693415,0.0003,0.2,4180,-0.457786476588808,0.2781494140625,0.8032238632440567,1.2286522388458252,2.520570500381291,-0.018805760631948942,,
,,3440000,,,,0.122949935,0.0003,0.2,4190,-0.46337321479804816,0.27864990234375,0.843173086643219,0.2148967981338501,1.8756608853931538,-0.021679950355974142,104.0,950.4
420,255,3440640,1097.41,148.4,13480,,,,,,,,,,,,
421,255,3448832,984.57,120.29,13514,0.1278812,0.0003,0.2,4200,-0.46596441969741137,0.293701171875,0.8144198656082153,0.7668061852455139,2.5263793299440294,-0.016168244471919023,,
422,255,3457024,938.17,99.45,13545,0.13889557,0.0003,0.2,4210,-0.5139177312841638,0.3179443359375,0.7854262441396713,0.9991658926010132,1.654368241946213,-0.01900860526075121,,
423,255,3465216,950.28,88.25,13576,0.10518995,0.0003,0.2,4220,-0.4968510400736704,0.29622802734375,0.7532073110342026,0.5190978646278381,1.7836223713587969,-0.022438960462022806,,
424,255,3473408,978.02,83.84,13607,0.12786642,0.0003,0.2,4230,-0.5034321542829275,0.3091064453125,0.7698578983545303,0.23935635387897491,1.368705455167219,-0.026600304885505466,,
,,3480000,,,,0.1281245,0.0003,0.2,4240,-0.5056942217051983,0.3067626953125,0.7351027131080627,0.3305903673171997,1.3357357014203444,-0.027829474741156445,93.2,925.6
425,255,3481600,953.01,75.8,13640,,,,,,,,,,,,
426,255,3489792,920.46,72.51,13671,0.10497255,0.0003,0.2,4250,-0.49381407934706656,0.28631591796875,0.7279663681983948,0.2915080487728119,1.5048825604608282,-0.02665675002717762,,
427,255,3497984,920.06,72.08,13702,0.11534935,0.0003,0.2,4260,-0.4801548303803429,0.282373046875,0.7347589135169983,0.8175556659698486,1.5298931645229459,-0.02599730832880596,,
428,255,3506176,922.39,75.36,13733,0.1241366,0.0003,0.2,4270,-0.4761907569365576,0.28961181640625,0.6946344673633575,0.18689095973968506,1.4312774925958365,-0.02526045189151773,,
429,255,3514368,914.91,77.49,13764,0.12364195,0.0003,0.2,4280,-0.4694630126236007,0.2835693359375,0.6580572724342346,0.6321698427200317,1.3697006955277176,-0.025512072495621395,,
,,3520000,,,,0.14169462,0.0003,0.2,4290,-0.49031596663407984,0.2940185546875,0.6992876529693604,0.24891585111618042,1.146911794191692,-0.028014862356940284,98.8,1041.6
430,255,3522560,940.04,84.1,13798,,,,,,,,,,,,
431,255,3530752,953.94,87.88,13831,0.11951502,0.0003,0.2,4300,-0.5035103481030092,0.29171142578125,0.7847309857606888,0.11607492715120316,1.0080282979644835,-0.02875116365175927,,
432,255,3538944,982.26,92.67,13864,0.14256087,0.0003,0.2,4310,-0.4980592172825709,0.30386962890625,0.774090439081192,0.18866562843322754,1.2158182138111442,-0.028836160639548324,,
433,255,3547136,961.64,96.01,13897,0.12480409,0.0003,0.2,4320,-0.48042248310521246,0.2808349609375,0.7674089968204498,1.0992865562438965,1.3132354747038335,-0.026786536120562233,,
434,255,3555328,977.16,99.44,13930,0.1606632,0.0003,0.2,4330,-0.5006845878204331,0.28858642578125,0.7748256325721741,1.0966702699661255,1.3402200292097404,-0.027518740910454653,,
,,3560000,,,,0.13294095,0.0003,0.2,4340,-0.48047945406287906,0.29798583984375,0.8262797445058823,0.23739886283874512,0.8340640649897978,-0.02817167616012739,93.2,1033.0
435,255,3563520,961.07,99.68,13967,,,,,,,,,,,,
436,255,3571712,987.45,93.48,14000,0.13576414,0.0003,0.2,4350,-0.486869212728925,0.298876953125,0.7773924320936203,0.4430995285511017,1.2283775853458792,-0.02826874109887285,,
437,255,3579904,990.24,90.11,14033,0.12598194,0.0003,0.2,4360,-0.4666358589194715,0.2829345703125,0.7069740891456604,0.7015867233276367,1.3820280165877192,-0.024584539977877285,,
438,255,3588096,1014.18,87.03,14063,0.13421349,0.0003,0.2,4370,-0.4830505769234151,0.30316162109375,0.6962005794048309,0.9163181185722351,1.5192585372831673,-0.02759352449866128,,
439,255,3596288,1034.42,95.28,14094,0.12817918,0.0003,0.2,4380,-0.47795116777997465,0.2910888671875,0.6966004371643066,0.4215516149997711,1.7674938975833356,-0.02652832694730023,,
,,3600000,,,,0.1442488,0.0003,0.2,4390,-0.4892676871735603,0.31170654296875,0.7289492189884186,0.24439425766468048,1.099394862249028,-0.026934589512529784,113.6,1037.8
440,255,3604480,1059.08,102.56,14128,,,,,,,,,,,,
441,255,3612672,1068.8,112.75,14158,0.11917085,0.0003,0.2,4400,-0.503624047106132,0.3013916015625,0.7866422981023788,0.29345640540122986,1.374323287513107,-0.028742233654338634,,
442,255,3620864,1059.66,114.06,14188,0.13718407,0.0003,0.2,4410,-0.4850808045826852,0.3064208984375,0.7914082854986191,0.4085216820240021,1.234345727483742,-0.030995390116004273,,
443,255,3629056,1037.68,105.44,14218,0.12372311,0.0003,0.2,4420,-0.4703292636666447,0.2755859375,0.8016850352287292,0.0999380499124527,1.4108911482151598,-0.027349783855606803,,
444,255,3637248,1013.99,97.15,14248,0.13071899,0.0003,0.2,4430,-0.4901885862229392,0.30267333984375,0.7748169302940369,0.24905049800872803,1.4615878066280856,-0.02382290239656868,,
,,3640000,,,,0.13604361,0.0003,0.2,4440,-0.45095161369536074,0.2901123046875,0.8032410591840744,0.3430275022983551,1.3739380097249523,-0.02681405611583614,137.8,1187.2
445,255,3645440,1034.66,99.39,14282,,,,,,,,,,,,
446,255,3653632,1065.16,112.94,14314,0.12605187,0.0003,0.2,4450,-0.443667174433358,0.27677001953125,0.8370199948549271,0.20326191186904907,1.2243945913622156,-0.026977693267690485,,
447,255,3661824,1080.46,120.89,14347,0.1407933,0.0003,0.2,4460,-0.47801057195756586,0.315625,0.7960617989301682,0.23698671162128448,1.4226006533950568,-0.0009675545017671539,,
448,255,3670016,1098.59,125.25,14381,0.13372952,0.0003,0.2,4470,-0.4525439109420404,0.29105224609375,0.8384247422218323,0.1989511400461197,1.049066030688118,-0.026728018470748793,,
449,255,3678208,1082.82,122.17,14413,0.12951641,0.0003,0.2,4480,-0.4779254656052217,0.2895751953125,0.8198118805885315,1.279114007949829,1.4380169104551896,-0.027244735153726652,,
,,3680000,,,,0.1260049,0.0003,0.2,4490,-0.49936985669191924,0.3035888671875,0.7753348648548126,0.4825611114501953,1.740933057642542,-0.026081410520419013,164.2,1261.0
450,255,3686400,1067.46,116.18,14452,,,,,,,,,,,,
451,255,3694592,1083.47,123.07,14485,0.13217863,0.0003,0.2,4500,-0.47231087144464257,0.291455078125,0.7942343354225159,0.3380233347415924,1.3794002326903865,-0.02408572390995687,,
452,255,3702784,1087.31,127.86,14515,0.14264485,0.0003,0.2,4510,-0.4547719658352435,0.29442138671875,0.7716003805398941,0.5622310638427734,1.8317862713243813,-0.021772548287117388,,
453,255,3710976,1098.1,129.33,14545,0.13575098,0.0003,0.2,4520,-0.45121540036052465,0.28038330078125,0.8090203255414963,0.31787171959877014,1.5486756748287007,-0.025955757670817547,,
454,255,3719168,1079.59,131.4,14575,0.13872255,0.0003,0.2,4530,-0.4597205972997472,0.27716064453125,0.7613414525985718,0.34030312299728394,2.4629529689438643,-0.021685724527196727,,
,,3720000,,,,0.13335012,0.0003,0.2,4540,-0.46397041748277845,0.28988037109375,0.8046176880598068,0.3722277283668518,2.2035090185236186,-0.02157265299538267,139.0,1017.6
455,255,3727360,1075.7,129.91,14608,,,,,,,,,,,,
456,255,3735552,1084.81,137.1,14638,0.13520253,0.0003,0.2,4550,-0.44979943577200177,0.2801513671875,0.8244770467281342,0.7999200820922852,1.7298753288341686,-0.023631147218839032,,
457,255,3743744,1095.27,139.08,14669,0.12006828,0.0003,0.2,4560,-0.4620387645903975,0.28150634765625,0.8499027639627457,1.0622169971466064,1.491252764966339,-0.02384299098739575,,
458,255,3751936,1091.38,142.94,14699,0.111168794,0.0003,0.2,4570,-0.44273334788158536,0.26728515625,0.8220289498567581,0.5815548300743103,2.254676763783209,-0.021733801001755638,,
,,3760000,,,,0.1275562,0.0003,0.2,4580,-0.45529670650139453,0.28983154296875,0.813288226723671,0.5239255428314209,2.2282188148470596,-0.023117004259620443,177.6,1180.6
459,255,3760128,1081.6,136.67,14736,,,,,,,,,,,,
460,255,3768320,1091.71,129.6,14766,0.14085272,0.0003,0.2,4590,-0.4619784159353003,0.291015625,0.7539825588464737,0.9949510097503662,2.5398690574336795,-0.020111170587915693,,
461,255,3776512,1126.7,131.32,14796,0.13328406,0.0003,0.2,4600,-0.4710381224285811,0.300048828125,0.721200704574585,2.2485978603363037,2.6053201658651233,-0.01993738188757561,,
462,255,3784704,1178.42,133.81,14826,0.136969,0.0003,0.2,4610,-0.4840522893238813,0.30283203125,0.841848611831665,0.459705114364624,1.6673488305532373,-0.02311825958931877,,
463,255,3792896,1221.1,135.63,14856,0.14248212,0.0003,0.2,4620,-0.47288301156368107,0.2880859375,0.8179402202367783,0.5525233745574951,1.9438507087994368,-0.023514352136407977,,
,,3800000,,,,0.13362132,0.0003,0.2,4630,-0.4748094076057896,0.29583740234375,0.8345334380865097,0.26472896337509155,1.822704527969472,-0.02605113828649337,147.8,1154.2
464,255,3801088,1207.48,128.25,14890,,,,,,,,,,,,
465,255,3809280,1154.6,115.92,14920,0.12812915,0.0003,0.2,4640,-0.5056577061070129,0.31092529296875,0.7871232777833939,1.7553495168685913,2.2155075210379436,-0.023364870804653038,,
466,255,3817472,1111.37,107.08,14950,0.13624418,0.0003,0.2,4650,-0.4956502206390724,0.313623046875,0.7358169853687286,0.3746771514415741,2.0907410382758824,-0.02233465385543241,,
467,255,3825664,1081.48,108.32,14980,0.12588638,0.0003,0.2,4660,-0.5009857594734057,0.3138916015625,0.7385321855545044,1.4017400741577148,2.5036866324255245,-0.018580345235022833,,
468,255,3833856,1030.2,100.7,15011,0.13189772,0.0003,0.2,4670,-0.5257432371377945,0.31748046875,0.771513044834137,0.5091426968574524,2.091504784510471,-0.01959502117460943,,
,,3840000,,,,0.12398759,0.0003,0.2,4680,-0.5616681003477424,0.3155517578125,0.744314968585968,0.7126926183700562,2.084101031208411,-0.02171486690858728,88.8,1099.0
469,255,3842048,1036.18,102.4,15046,,,,,,,,,,,,
470,255,3850240,1031.12,88.37,15076,0.1474249,0.0003,0.2,4690,-0.5273870364995673,0.32542724609375,0.595542848110199,0.9263604283332825,2.199896557908505,-0.02223774224112276,,
471,255,3858432,1058.45,94.53,15106,0.12826563,0.0003,0.2,4700,-0.5436554321553558,0.32158203125,0.6017270386219025,0.5644887685775757,2.06282038197387,-0.020824869669013424,,
472,255,3866624,1107.19,109.97,15136,0.15983817,0.0003,0.2,4710,-0.5366578257409855,0.3346923828125,0.7075445055961609,0.33310171961784363,1.7606304876040668,-0.023668645430007018,,
473,255,3874816,1138.55,119.24,15166,0.13645409,0.0003,0.2,4720,-0.4945072986651212,0.30391845703125,0.7419261932373047,0.2988400161266327,1.4977034572977572,-0.024177827213497947,,
,,3880000,,,,0.12714607,0.0003,0.2,4730,-0.5064006595872342,0.31241455078125,0.728700190782547,0.4391610324382782,1.7785310082836077,-0.022680980755103518,162.4,1188.6
474,255,3883008,1121.23,124.89,15199,,,,,,,,,,,,
475,255,3891200,1117.72,123.32,15229,0.16698001,0.0003,0.2,4740,-0.529762179357931,0.31234130859375,0.754516214132309,0.36155521869659424,2.111512594507076,-0.021071891887550008,,
476,255,3899392,1112.32,119.68,15259,0.13709344,0.0003,0.2,4750,-0.5288774692453444,0.31724853515625,0.7516817152500153,0.28853845596313477,1.7060664707329125,-0.02530513113924826,,
477,255,3907584,1143.03,122.49,15291,0.1289269,0.0003,0.2,4760,-0.5213835144648329,0.311279296875,0.8108634203672409,0.4677078127861023,1.3730546135921031,-0.027647998165048194,,
478,255,3915776,1153.09,121.87,15321,0.12520674,0.0003,0.2,4770,-0.4934780056355521,0.3041259765625,0.7591977715492249,0.3475176692008972,1.7775616517057642,-0.025445917360048042,,
,,3920000,,,,0.12301426,0.0003,0.2,4780,-0.49870458331424744,0.29676513671875,0.8057609051465988,0.27253079414367676,1.3757721588946878,-0.02734560105491255,102.8,1135.8
479,255,3923968,1134.57,119.25,15355,,,,,,,,,,,,
480,255,3932160,1128.73,122.31,15385,0.14793044,0.0003,0.2,4790,-0.5172050134046003,0.32440185546875,0.7493177354335785,0.41388148069381714,1.8309367198962718,-0.024922276262805097,,
481,255,3940352,1114.08,122.35,15415,0.14283001,0.0003,0.2,4800,-0.4994683259865269,0.31083984375,0.7157490849494934,0.769237220287323,1.9343475413508713,-0.019936883471382318,,
482,255,3948544,1120.11,122.81,15445,0.1172467,0.0003,0.2,4810,-0.5177757309982554,0.3048583984375,0.728377103805542,0.553921103477478,1.9779312170576304,-0.022997687146562383,,
483,255,3956736,1115.98,120.75,15474,0.12770498,0.0003,0.2,4820,-0.49734290754422544,0.294189453125,0.7263670563697815,0.6700215339660645,1.7923876971704886,-0.02170068642917613,,
,,3960000,,,,0.13433075,0.0003,0.2,4830,-0.5065278220456093,0.2961669921875,0.7703916132450104,0.42835456132888794,1.891431089839898,-0.023510210696986177,156.8,1122.8
484,255,3964928,1150.18,120.45,15509,,,,,,,,,,,,
485,255,3973120,1144.09,120.17,15539,0.13503586,0.0003,0.2,4840,-0.525130809051916,0.31719970703125,0.7551198899745941,0.410480260848999,1.6760965010151267,-0.025975651926273713,,
486,255,3981312,1126.35,107.9,15569,0.12712747,0.0003,0.2,4850,-0.517995499796234,0.30177001953125,0.7755766808986664,0.5252744555473328,1.8899530278518797,-0.022905992328742287,,
487,255,3989504,1048.77,94.49,15599,0.13052905,0.0003,0.2,4860,-0.5172534296521917,0.3138427734375,0.747177243232727,0.3311142921447754,1.7646001769928261,-0.023933479640982115,,
488,255,3997696,1063.47,94.74,15632,0.109874174,0.0003,0.2,4870,-0.5166475679026916,0.29803466796875,0.7823778837919235,0.5902724266052246,1.4521459971554578,-0.024444998739636504,,
,,4000000,,,,0.14900336,0.0003,0.2,4880,-0.470084794331342,0.30391845703125,0.7408320009708405,0.6524580121040344,1.4987746093887835,-0.020855502228369006,113.0,1061.6
489,255,4005888,1048.04,88.33,15668,,,,,,,,,,,,
490,255,4014080,1054.55,85.31,15698,0.1283511,0.0003,0.2,4890,-0.5120215730043128,0.31136474609375,0.7432584762573242,0.4005221128463745,1.2339880638523026,-0.026234921025752554,,
491,255,4022272,1013.46,74.28,15728,0.114351265,0.0003,0.2,4900,-0.5242916086222976,0.31529541015625,0.6440714001655579,0.08371725678443909,1.3255657744361087,-0.02743225434824126,,
492,255,4030464,1020.8,76.88,15758,0.12982577,0.0003,0.2,4910,-0.5268780360696838,0.30792236328125,0.6752082705497742,0.3069087564945221,1.2997967893024907,-0.027667515006760367,,
493,255,4038656,1048.6,86.72,15788,0.14214182,0.0003,0.2,4920,-0.5010163157014176,0.2953857421875,0.7334534227848053,0.4596669673919678,1.1510981989325955,-0.02817443688836647,,
,,4040000,,,,0.14137322,0.0003,0.2,4930,-0.48380698086693885,0.28743896484375,0.7199702262878418,0.36933648586273193,1.3626391409430654,-0.026185109811922302,118.6,1193.4
494,255,4046848,1052.49,92.31,15823,,,,,,,,,,,,
495,255,4055040,1069.09,105.1,15853,0.12523897,0.0003,0.2,4940,-0.47318934383802114,0.28446044921875,0.7771174013614655,0.1839485764503479,1.1676037821220233,-0.02594404080846289,,
496,255,4063232,1041.51,104.58,15884,0.14801577,0.0003,0.2,4950,-0.4442818100214936,0.2836669921875,0.7682489603757858,0.3386853337287903,1.392103813122958,-0.021864849760822834,,
497,255,4071424,1018.74,104.94,15915,0.124334306,0.0003,0.2,4960,-0.47577232820913196,0.28380126953125,0.7599944472312927,0.3112224340438843,1.5717552280053497,-0.024030066101113336,,
498,255,4079616,982.8,96.25,15945,0.12622505,0.0003,0.2,4970,-0.47997644350398333,0.28529052734375,0.7751400917768478,0.3447530269622803,1.4237738338764756,-0.025232733637676575,,
,,4080000,,,,0.13029802,0.0003,0.2,4980,-0.4940710101975128,0.29583740234375,0.7314531207084656,0.6859247088432312,1.6237684893421829,-0.021472210187494057,74.2,946.2
499,255,4087808,949.72,86.87,15978,,,,,,,,,,,,
500,255,4096000,947.09,82.38,16009,0.11702434,0.0003,0.2,4990,-0.49603441688232125,0.28997802734375,0.6856438517570496,0.528200089931488,1.723007275722921,-0.019499156511301408,,
501,255,4104192,956.0,75.35,16040,0.1235062,0.0003,0.2,5000,-0.49382268136832863,0.28916015625,0.6907700002193451,0.5788136124610901,1.6919925443828105,-0.025471094353997616,,
502,255,4112384,978.8,79.17,16070,0.13363743,0.0003,0.2,5010,-0.4827095285290852,0.30855712890625,0.6703695356845856,1.5209170579910278,1.6962407218990847,-0.02434575809747912,,
,,4120000,,,,0.11854657,0.0003,0.2,5020,-0.4902296065585688,0.297509765625,0.6118821799755096,0.6387498378753662,1.7003117317799479,-0.02127869534378988,131.0,1067.2
503,255,4120576,998.2,85.07,16103,,,,,,,,,,,,
504,255,4128768,993.07,90.77,16133,0.13665503,0.0003,0.2,5030,-0.4793525120941922,0.292041015625,0.6954141557216644,0.2758302092552185,1.453786558075808,-0.023740081647702027,,
505,255,4136960,999.26,96.15,16162,0.12858751,0.0003,0.2,5040,-0.4819315565517172,0.28477783203125,0.6969949007034302,0.7643427848815918,1.6855723937507718,-0.026770016229420435,,
506,255,4145152,995.72,95.12,16193,0.13031803,0.0003,0.2,5050,-0.4769424085272476,0.27701416015625,0.6965888440608978,0.24423250555992126,1.7835678576724603,-0.02449391611698957,,
507,256,4153344,1017.3,100.02,16223,0.16364102,0.0003,0.2,5060,-0.45397478532977403,0.28685302734375,0.6489837467670441,0.7203466892242432,1.8191758558154105,-0.024574344324355478,,
,,4160000,,,,0.13434836,0.0003,0.2,5070,-0.45906543980818243,0.291357421875,0.6877212524414062,0.29666173458099365,1.615692661772482,-0.019097919554042164,135.2,1092.0
508,255,4161536,1042.06,107.42,16257,,,,,,,,,,,,
509,255,4169728,1044.24,112.91,16288,0.13580889,0.0003,0.2,5080,-0.45832388745620845,0.28955078125,0.7343670725822449,0.7200567126274109,1.4772721652523615,-0.017885845910495846,,
510,256,4177920,1058.21,119.99,16318,0.12011793,0.0003,0.2,5090,-0.4621336518088356,0.281005859375,0.7498272955417633,0.6539989113807678,1.4291587508516386,-0.02094571761263069,,
511,256,4186112,1069.79,122.15,16348,0.16397978,0.0003,0.2,5100,-0.44300929750315843,0.27974853515625,0.7487899959087372,0.1558871865272522,1.3072476842673495,-0.01976256473135436,,
512,256,4194304,1074.65,123.78,16378,0.11901679,0.0003,0.2,5110,-0.44206215280573813,0.2674072265625,0.7708346396684647,0.3932058811187744,1.4109158167382703,-0.021115391326020472,,
,,4200000,,,,0.13689573,0.0003,0.2,5120,-0.4539600439136848,0.2754638671875,0.7760813981294632,0.3955555856227875,1.5006819987902418,-0.020431065825687256,158.6,1238.6
513,256,4202496,1079.81,125.98,16413,,,,,,,,,,,,
514,256,4210688,1104.08,127.52,16443,0.13483946,0.0003,0.2,5130,-0.4540256866253912,0.27572021484375,0.7659781873226166,1.000760555267334,1.6235344162443652,-0.02249692960649554,,
515,256,4218880,1116.35,128.44,16473,0.1467795,0.0003,0.2,5140,-0.42261519357562066,0.27161865234375,0.7852711379528046,1.689394474029541,1.4751768343383447,-0.022051497753272996,,
516,256,4227072,1144.69,125.4,16503,0.15999413,0.0003,0.2,5150,-0.4372782505117357,0.28671875,0.8022654950618744,0.5822691917419434,1.4693727297941224,-0.024798372636723798,,
517,256,4235264,1135.95,124.26,16534,0.13880149,0.0003,0.2,5160,-0.44262393133249134,0.27647705078125,0.7976550459861755,0.6742548942565918,1.3695176078472286,-0.026177764523163206,,
