train/explained_variance,time/time_elapsed,train/policy_loss,rollout/ep_rew_mean,train/learning_rate,train/value_loss,rollout/ep_len_mean,time/fps,time/iterations,time/total_timesteps,train/entropy_loss,train/n_updates,eval/mean_ep_length,eval/mean_reward
0.9706418570131063,1204,-0.0017570353811606765,45.59,0.0007,0.13553981482982635,798.33,300,18100,362000,-0.07652831077575684,18099,,
0.9251891523599625,1210,-0.005479720421135426,44.7,0.0007,0.7799498438835144,810.93,300,18200,364000,-0.18563713133335114,18199,,
0.6890195906162262,1216,0.06890732049942017,44.53,0.0007,1.6361134052276611,816.26,300,18300,366000,-0.06747514009475708,18299,,
0.7732706815004349,1222,-0.21168088912963867,43.23,0.0007,2.4107518196105957,827.59,300,18400,368000,-0.11193790286779404,18399,,
0.898657388985157,1229,0.03625459596514702,43.18,0.0007,0.7777535319328308,837.8,301,18500,370000,-0.16556648910045624,18499,,
0.9096570312976837,1235,-0.023183919489383698,42.96,0.0007,0.2155112326145172,854.93,301,18600,372000,-0.15146315097808838,18599,,
0.09578531980514526,1241,-2.649158000946045,42.95,0.0007,27.387296676635742,850.55,301,18700,374000,-0.13930006325244904,18699,,
0.9863319965079427,1248,0.019275477156043053,43.11,0.0007,0.05390283092856407,848.03,301,18800,376000,-0.14206714928150177,18799,,
0.6876681745052338,1254,0.06845768541097641,43.18,0.0007,3.1828219890594482,848.93,301,18900,378000,-0.16969630122184753,18899,,
0.9038985148072243,1260,0.0599188469350338,43.22,0.0007,0.8190128207206726,850.2,301,19000,380000,-0.10282168537378311,18999,,
0.9519121125340462,1266,-0.005904156249016523,43.44,0.0007,0.5221795439720154,851.19,301,19100,382000,-0.035478439182043076,19099,,
0.8516308516263962,1273,-0.0007475095917470753,44.05,0.0007,1.0581687688827515,855.45,301,19200,384000,-0.019601572304964066,19199,,
0.9898066511377692,1279,0.05357982590794563,43.21,0.0007,0.1538139283657074,856.22,301,19300,386000,-0.12185974419116974,19299,,
0.7004022598266602,1285,0.0009251429000869393,43.19,0.0007,0.9499873518943787,868.44,301,19400,388000,-0.007298839278519154,19399,,
0.6161936521530151,1292,-0.04237169027328491,43.14,0.0007,2.240408182144165,870.38,301,19500,390000,-0.12242574989795685,19499,,
0.9624475464224815,1298,-0.015307526104152203,43.57,0.0007,0.31733235716819763,870.84,301,19600,392000,-0.06587378680706024,19599,,
0.9609727263450623,1305,-0.01725929044187069,43.61,0.0007,0.33042076230049133,869.15,301,19700,394000,-0.0607379786670208,19699,,
0.9488448649644852,1310,0.0003072861291002482,43.74,0.0007,0.4892151355743408,877.72,302,19800,396000,-0.013110913336277008,19799,,
0.2682023048400879,1316,0.16224034130573273,44.05,0.0007,7.5544939041137695,892.42,302,19900,398000,-0.22811971604824066,19899,,
0.938217781484127,,-0.15643243491649628,,0.0007,1.136705994606018,,,,400000,-0.11458750069141388,19999,879.0,32.8
,1325,,43.39,,,887.38,301,20000,400000,,,,
